"TOA5","CR1000","CR1000","74426","CR1000.Std.28.02","CPU:Teste_CR_PROGRAMATION_FILE_NAME.CR1","34651","CR_1000_SITE_NAME"
"TIMESTAMP","RECORD","Bat_Volt","Bat_Volt_Min","Temp_Int","Pression_bridge","Pression_bridge_v","TDGP1_Avg","Pression_bridge_Avg","Pression_bridge_v_Avg"
"TS","RN","volt","volt","DegC","psi","millivolt","mmHg","psi","millivolt"
"","","Smp","Min","Smp","Smp","Smp","Avg","Avg","Avg"
"2016-06-22 03:40:00",160,12.8093,12.8093,0,34.85744,3.678795,206.3037,34.81828,3.675039
"2016-06-22 03:45:00",161,12.8093,12.8093,0,34.93629,3.685447,206.3037,34.90913,3.68293
"2016-06-22 03:50:00",162,12.8093,12.8093,0,35.01785,3.692327,206.3037,35.00112,3.690238
"2016-06-22 03:55:00",163,12.80379,12.80379,0,35.09792,3.699082,206.3037,35.0426,3.694642
"2016-06-22 04:00:00",164,12.80379,12.80379,0,35.17788,3.705828,206.3037,35.14861,3.703132
"2016-06-22 04:05:00",165,12.80379,12.80379,0,35.25904,3.712674,206.3037,35.24215,3.711249
"2016-06-22 04:10:00",166,12.79828,12.79828,0,35.3392,3.719436,206.3037,35.32676,3.718274
"2016-06-22 04:15:00",167,12.79828,12.79828,0,35.4192,3.726185,206.3037,35.37251,3.722359
"2016-06-22 04:20:00",168,12.79828,12.79277,0,35.49942,3.732953,206.3037,35.47542,3.730928
"2016-06-22 04:25:00",169,12.79277,12.79277,0,35.57829,3.739605,206.3037,35.56016,3.738189
"2016-06-22 04:30:00",170,12.79277,12.79277,0,35.6594,3.746448,206.3037,35.64434,3.745404
"2016-06-22 04:35:00",171,12.79277,12.79277,0,35.81944,3.753162,206.3037,35.69378,3.749009
"2016-06-22 04:40:00",172,12.78175,12.78175,0,35.81996,3.759993,206.3037,35.80416,3.758548
"2016-06-22 04:45:00",173,12.78175,12.78175,0,35.98079,3.766774,206.5022,35.87024,3.763896
"2016-06-22 04:50:00",174,12.78175,12.78175,0,35.98134,3.773607,206.9984,35.97038,3.772908
"2016-06-22 04:55:00",175,12.78175,12.78175,0,36.06086,3.780315,209.38,36.00628,3.775259
"2016-06-22 05:00:00",176,12.78175,12.77624,0,36.14235,3.78719,211.5135,36.09721,3.783381
"2016-06-22 05:05:00",177,12.78175,12.78175,0,36.2216,3.793876,212.8531,36.17781,3.790181
"2016-06-22 05:10:00",178,12.78726,12.78175,0,36.30263,3.800711,215.2347,36.2653,3.797562
