"TOA5","PO-03","CR800","2656","CR800.Std.04","CPU:F2_XM20170222.CR8","21158","F2_XM20170222"
"TIMESTAMP","RECORD","Bat_Volt","Bat_Volt_Min","Temp_Int","Pression_bridge","Pression_bridge_v","Pression_bridge_Avg","Pression_bridge_v_Avg","CH4","Ptot","CH4_v","Ptot_v","CH4_Avg","Ptot_Avg","CH4_v_Avg","Ptot_v_Avg"
"TS","RN","volt","volt","DegC","psi","millivolt","psi","millivolt","%","mbar","volt","volt","%","mbar","volt","volt"
"","","Smp","Min","Smp","Smp","Smp","Avg","Avg","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg"
"2017-02-27 17:00:00",148,12.15111,12.11779,0,0,0,0,0,103.8494,1952.014,5.099676,4.286072,103.8424,1951.808,5.099335,4.285331
"2017-02-27 17:30:00",149,11.99006,11.99006,0,0,0,0,0,103.8525,1952.431,5.099829,4.286882,103.8523,1952.134,5.09982,4.286079
"2017-02-27 18:00:00",150,11.897,11.897,0,0,0,0,0,103.8525,1952.781,5.099829,4.286201,103.8525,1952.664,5.099829,4.286655
"2017-02-27 18:30:00",151,11.74415,11.74415,0,0,0,0,0,103.8525,1953.131,5.099829,4.287564,103.8525,1952.723,5.099829,4.287223
"2017-02-27 19:00:00",152,11.68305,11.68305,0,0,0,0,0,103.8753,1953.262,5.100943,4.287137,103.8601,1952.94,5.100198,4.287305
"2017-02-27 19:30:00",153,11.65921,11.65921,0,0,0,0,0,103.8741,1954.233,5.101567,4.288342,103.8849,1953.807,5.101413,4.288082
"2017-02-27 20:00:00",154,11.64086,11.64086,0,0,0,0,0,103.8844,1954.044,5.101387,4.288656,103.8707,1953.832,5.100719,4.288585
"2017-02-27 20:30:00",155,11.62987,11.62987,0,0,0,0,0,103.8679,1954.284,5.101261,4.290487,103.8853,1954.259,5.101545,4.289643
"2017-02-27 21:00:00",156,11.6144,11.61391,0,0,0,0,0,103.8679,1954.635,5.100579,4.290487,103.8702,1954.343,5.100692,4.290146
"2017-02-27 21:30:00",157,11.59871,11.59871,0,0,0,0,0,103.8947,1955.201,5.101888,4.291588,103.8756,1954.623,5.100956,4.290804
