Serial_number:
2022016
Project ID:
CGC_McCully
Location:
PO-05_20160729
LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
Date,Time,LEVEL,TEMPERATURE
2016-07-29,15:04:35,13.9353,7.569
2016-07-29,15:04:36,13.9328,7.569
2016-07-29,15:04:37,13.9316,7.568
2016-07-29,15:04:38,13.9297,7.568
2016-07-29,15:04:39,13.9276,7.567
2016-07-29,15:04:40,13.9254,7.566
2016-07-29,15:04:41,13.9233,7.565
2016-07-29,15:04:42,13.9216,7.564
2016-07-29,15:04:43,13.9195,7.563
2016-07-29,15:04:44,13.9174,7.563
2016-07-29,15:04:45,13.9149,7.563
2016-07-29,15:04:46,13.9129,7.561
2016-07-29,15:04:47,13.9107,7.560
2016-07-29,15:04:48,13.9090,7.560
2016-07-29,15:04:49,13.9069,7.560
2016-07-29,15:04:50,13.9037,7.559
2016-07-29,15:04:51,13.9022,7.557
2016-07-29,15:04:52,13.9003,7.557
2016-07-29,15:04:53,13.8981,7.556
2016-07-29,15:04:54,13.8964,7.555
2016-07-29,15:04:55,13.8943,7.554
2016-07-29,15:04:56,13.8921,7.554
2016-07-29,15:04:57,13.8901,7.554
2016-07-29,15:04:58,13.8884,7.553
2016-07-29,15:04:59,13.8863,7.553
2016-07-29,15:05:00,13.8844,7.551
2016-07-29,15:05:01,13.8825,7.551
2016-07-29,15:05:02,13.8804,7.550
2016-07-29,15:05:03,13.8785,7.550
2016-07-29,15:05:04,13.8761,7.549
2016-07-29,15:05:05,13.8742,7.548
2016-07-29,15:05:06,13.8723,7.548
2016-07-29,15:05:07,13.8700,7.547
2016-07-29,15:05:08,13.8681,7.546
2016-07-29,15:05:09,13.8659,7.545
2016-07-29,15:05:10,13.8640,7.544
2016-07-29,15:05:11,13.8620,7.544
2016-07-29,15:05:12,13.8602,7.543
2016-07-29,15:05:13,13.8582,7.542
2016-07-29,15:05:14,13.8566,7.542
2016-07-29,15:05:15,13.8545,7.541
2016-07-29,15:05:16,13.8526,7.540
2016-07-29,15:05:17,13.8509,7.540
2016-07-29,15:05:18,13.8488,7.539
2016-07-29,15:05:19,13.8472,7.538
2016-07-29,15:05:20,13.8453,7.537
2016-07-29,15:05:21,13.8433,7.537
2016-07-29,15:05:22,13.8417,7.536
2016-07-29,15:05:23,13.8403,7.536
2016-07-29,15:05:24,13.8382,7.536
2016-07-29,15:05:25,13.8363,7.535
2016-07-29,15:05:26,13.8346,7.534
2016-07-29,15:05:27,13.8329,7.533
2016-07-29,15:05:28,13.8309,7.533
2016-07-29,15:05:29,13.8293,7.532
2016-07-29,15:05:30,13.8275,7.531
2016-07-29,15:05:31,13.8257,7.530
2016-07-29,15:05:32,13.8238,7.530
2016-07-29,15:05:33,13.8217,7.529
2016-07-29,15:05:34,13.8204,7.528
2016-07-29,15:05:35,13.8183,7.528
2016-07-29,15:05:36,13.8168,7.528
2016-07-29,15:05:38,13.8152,7.527
2016-07-29,15:05:39,13.8130,7.526
2016-07-29,15:05:40,13.8111,7.526
2016-07-29,15:05:41,13.8092,7.525
2016-07-29,15:05:42,13.8072,7.524
2016-07-29,15:05:43,13.8053,7.524
2016-07-29,15:05:44,13.8042,7.522
2016-07-29,15:05:45,13.8022,7.523
2016-07-29,15:05:46,13.8003,7.522
2016-07-29,15:05:47,13.7987,7.521
2016-07-29,15:05:48,13.7970,7.521
2016-07-29,15:05:49,13.7948,7.520
2016-07-29,15:05:50,13.7936,7.519
2016-07-29,15:05:51,13.7917,7.519
2016-07-29,15:05:52,13.7901,7.518
2016-07-29,15:05:53,13.7883,7.517
2016-07-29,15:05:54,13.7867,7.517
2016-07-29,15:05:55,13.7852,7.516
2016-07-29,15:05:56,13.7834,7.516
2016-07-29,15:05:57,13.7818,7.515
2016-07-29,15:05:58,13.7800,7.515
2016-07-29,15:05:59,13.7785,7.514
2016-07-29,15:06:00,13.7768,7.513
2016-07-29,15:06:01,13.7751,7.513
2016-07-29,15:06:02,13.7736,7.513
2016-07-29,15:06:03,13.7720,7.512
2016-07-29,15:06:04,13.7702,7.511
2016-07-29,15:06:05,13.7687,7.510
2016-07-29,15:06:06,13.7669,7.510
2016-07-29,15:06:07,13.7655,7.510
2016-07-29,15:06:08,13.7637,7.509
2016-07-29,15:06:09,13.7622,7.509
2016-07-29,15:06:10,13.7604,7.508
2016-07-29,15:06:11,13.7589,7.507
2016-07-29,15:06:12,13.7575,7.506
2016-07-29,15:06:13,13.7558,7.506
2016-07-29,15:06:14,13.7543,7.506
2016-07-29,15:06:15,13.7528,7.505
2016-07-29,15:06:16,13.7515,7.505
2016-07-29,15:06:17,13.7494,7.503
2016-07-29,15:06:18,13.7479,7.503
2016-07-29,15:06:19,13.7467,7.502
2016-07-29,15:06:20,13.7450,7.502
2016-07-29,15:06:21,13.7433,7.501
2016-07-29,15:06:22,13.7420,7.501
2016-07-29,15:06:23,13.7405,7.500
2016-07-29,15:06:24,13.7388,7.500
2016-07-29,15:06:25,13.7375,7.499
2016-07-29,15:06:26,13.7359,7.498
2016-07-29,15:06:48,13.7038,7.475
2016-07-29,15:06:50,13.7018,7.475
2016-07-29,15:06:51,13.7001,7.477
2016-07-29,15:06:52,13.6988,7.477
2016-07-29,15:06:53,13.6975,7.477
2016-07-29,15:06:54,13.6960,7.477
2016-07-29,15:06:55,13.6947,7.477
2016-07-29,15:06:56,13.6932,7.477
2016-07-29,15:06:57,13.6918,7.477
2016-07-29,15:06:58,13.6907,7.477
2016-07-29,15:06:59,13.6889,7.477
2016-07-29,15:07:00,13.6879,7.477
2016-07-29,15:07:01,13.6863,7.476
2016-07-29,15:07:02,13.6849,7.476
2016-07-29,15:07:03,13.6837,7.475
2016-07-29,15:07:04,13.6824,7.475
2016-07-29,15:07:05,13.6811,7.475
2016-07-29,15:07:06,13.6797,7.475
2016-07-29,15:07:07,13.6784,7.474
2016-07-29,15:07:08,13.6772,7.475
2016-07-29,15:07:09,13.6757,7.474
2016-07-29,15:07:10,13.6744,7.474
2016-07-29,15:07:11,13.6729,7.473
2016-07-29,15:07:12,13.6717,7.473
2016-07-29,15:07:13,13.6705,7.473
2016-07-29,15:07:14,13.6690,7.472
2016-07-29,15:07:15,13.6677,7.472
2016-07-29,15:07:16,13.6666,7.472
2016-07-29,15:07:17,13.6650,7.472
2016-07-29,15:07:18,13.6640,7.471
2016-07-29,15:07:19,13.6626,7.471
2016-07-29,15:07:20,13.6613,7.471
2016-07-29,15:07:21,13.6598,7.470
2016-07-29,15:07:22,13.6585,7.470
2016-07-29,15:07:23,13.6576,7.470
2016-07-29,15:07:24,13.6561,7.469
2016-07-29,15:07:25,13.6549,7.469
2016-07-29,15:07:26,13.6534,7.469
2016-07-29,15:07:27,13.6523,7.469
2016-07-29,15:07:28,13.6513,7.468
2016-07-29,15:07:29,13.6500,7.468
2016-07-29,15:07:30,13.6484,7.468
2016-07-29,15:07:31,13.6471,7.468
2016-07-29,15:07:32,13.6462,7.467
2016-07-29,15:07:33,13.6450,7.466
2016-07-29,15:07:34,13.6437,7.466
2016-07-29,15:07:35,13.6424,7.465
2016-07-29,15:07:36,13.6413,7.466
2016-07-29,15:07:37,13.6401,7.465
2016-07-29,15:07:39,13.6385,7.465
2016-07-29,15:07:40,13.6376,7.464
2016-07-29,15:07:41,13.6364,7.464
2016-07-29,15:07:42,13.6352,7.465
2016-07-29,15:07:43,13.6340,7.464
2016-07-29,15:07:44,13.6329,7.463
2016-07-29,15:07:45,13.6318,7.463
2016-07-29,15:07:46,13.6305,7.462
2016-07-29,15:07:47,13.6294,7.462
2016-07-29,15:07:48,13.6283,7.462
2016-07-29,15:07:49,13.6271,7.462
2016-07-29,15:07:50,13.6261,7.462
2016-07-29,15:07:51,13.6249,7.462
2016-07-29,15:07:52,13.6238,7.460
2016-07-29,15:07:53,13.6225,7.460
2016-07-29,15:07:54,13.6213,7.460
2016-07-29,15:07:55,13.6203,7.460
2016-07-29,15:07:56,13.6190,7.460
2016-07-29,15:07:57,13.6180,7.459
2016-07-29,15:07:58,13.6171,7.459
2016-07-29,15:07:59,13.6157,7.459
2016-07-29,15:08:00,13.6146,7.458
2016-07-29,15:08:01,13.6126,7.456
2016-07-29,15:08:02,13.6124,7.460
2016-07-29,15:08:03,13.6112,7.459
2016-07-29,15:08:04,13.6104,7.458
2016-07-29,15:08:05,13.6091,7.458
2016-07-29,15:08:06,13.6081,7.457
2016-07-29,15:08:07,13.6071,7.456
2016-07-29,15:08:08,13.6060,7.457
2016-07-29,15:08:09,13.6050,7.456
2016-07-29,15:08:10,13.6037,7.456
2016-07-29,15:08:11,13.6026,7.455
2016-07-29,15:08:12,13.6016,7.455
2016-07-29,15:08:13,13.6004,7.455
2016-07-29,15:08:14,13.5991,7.455
2016-07-29,15:08:15,13.5976,7.454
2016-07-29,15:08:16,13.5970,7.455
2016-07-29,15:08:17,13.5960,7.454
2016-07-29,15:08:18,13.5951,7.454
2016-07-29,15:08:19,13.5940,7.453
2016-07-29,15:08:20,13.5926,7.453
2016-07-29,15:08:21,13.5915,7.453
2016-07-29,15:08:22,13.5908,7.452
2016-07-29,15:08:23,13.5896,7.452
2016-07-29,15:08:24,13.5889,7.453
2016-07-29,15:08:25,13.5877,7.452
2016-07-29,15:08:26,13.5866,7.452
2016-07-29,15:08:27,13.5858,7.451
2016-07-29,15:08:28,13.5841,7.451
2016-07-29,15:08:29,13.5834,7.451
2016-07-29,15:08:30,13.5823,7.450
2016-07-29,15:08:31,13.5810,7.450
2016-07-29,15:08:32,13.5805,7.450
2016-07-29,15:08:33,13.5795,7.450
2016-07-29,15:08:34,13.5781,7.450
2016-07-29,15:08:35,13.5777,7.449
2016-07-29,15:08:36,13.5766,7.449
2016-07-29,15:08:37,13.5756,7.448
2016-07-29,15:08:38,13.5749,7.448
2016-07-29,15:08:39,13.5742,7.448
2016-07-29,15:08:40,13.5732,7.448
2016-07-29,15:08:41,13.5725,7.448
2016-07-29,15:08:42,13.5718,7.448
2016-07-29,15:08:43,13.5710,7.447
2016-07-29,15:08:45,13.5702,7.447
2016-07-29,15:08:46,13.5691,7.447
2016-07-29,15:08:47,13.5684,7.446
2016-07-29,15:08:48,13.5679,7.446
2016-07-29,15:08:49,13.5670,7.446
2016-07-29,15:08:50,13.5659,7.446
2016-07-29,15:08:51,13.5654,7.445
2016-07-29,15:08:52,13.5641,7.445
2016-07-29,15:08:53,13.5635,7.445
2016-07-29,15:08:54,13.5624,7.444
2016-07-29,15:08:55,13.5619,7.445
2016-07-29,15:08:56,13.5609,7.444
2016-07-29,15:08:57,13.5597,7.444
2016-07-29,15:08:58,13.5593,7.444
2016-07-29,15:08:59,13.5581,7.443
2016-07-29,15:09:00,13.5570,7.443
2016-07-29,15:09:01,13.5563,7.442
2016-07-29,15:09:02,13.5555,7.442
2016-07-29,15:09:03,13.5548,7.442
2016-07-29,15:09:04,13.5538,7.441
2016-07-29,15:09:05,13.5528,7.442
2016-07-29,15:09:06,13.5519,7.442
2016-07-29,15:09:07,13.5509,7.441
2016-07-29,15:09:08,13.5503,7.441
2016-07-29,15:09:09,13.5495,7.440
2016-07-29,15:09:10,13.5487,7.440
2016-07-29,15:09:11,13.5473,7.440
2016-07-29,15:09:12,13.5467,7.440
2016-07-29,15:09:13,13.5460,7.440
2016-07-29,15:09:14,13.5450,7.439
2016-07-29,15:09:15,13.5441,7.439
2016-07-29,15:09:16,13.5433,7.438
2016-07-29,15:09:17,13.5427,7.438
2016-07-29,15:09:18,13.5415,7.438
2016-07-29,15:09:19,13.5407,7.438
2016-07-29,15:09:20,13.5400,7.438
2016-07-29,15:09:21,13.5391,7.437
2016-07-29,15:09:22,13.5384,7.437
2016-07-29,15:09:23,13.5376,7.437
2016-07-29,15:09:24,13.5365,7.436
2016-07-29,15:09:25,13.5358,7.437
2016-07-29,15:09:26,13.5350,7.437
2016-07-29,15:09:27,13.5340,7.436
2016-07-29,15:09:28,13.5332,7.435
2016-07-29,15:09:29,13.5323,7.435
2016-07-29,15:09:30,13.5317,7.435
2016-07-29,15:09:31,13.5308,7.435
2016-07-29,15:09:32,13.5298,7.435
2016-07-29,15:09:33,13.5291,7.435
2016-07-29,15:09:34,13.5281,7.434
2016-07-29,15:09:35,13.5273,7.433
2016-07-29,15:09:36,13.5268,7.434
2016-07-29,15:09:37,13.5258,7.433
2016-07-29,15:09:38,13.5250,7.432
2016-07-29,15:09:39,13.5241,7.432
2016-07-29,15:09:40,13.5234,7.432
2016-07-29,15:09:41,13.5225,7.432
2016-07-29,15:09:42,13.5218,7.432
2016-07-29,15:09:43,13.5206,7.431
2016-07-29,15:09:44,13.5201,7.431
2016-07-29,15:09:45,13.5194,7.431
2016-07-29,15:09:46,13.5186,7.430
2016-07-29,15:09:47,13.5174,7.430
2016-07-29,15:09:48,13.5168,7.430
2016-07-29,15:09:49,13.5161,7.430
2016-07-29,15:09:50,13.5154,7.429
2016-07-29,15:09:51,13.5145,7.429
2016-07-29,15:09:52,13.5135,7.429
2016-07-29,15:09:53,13.5126,7.429
2016-07-29,15:09:54,13.5119,7.429
2016-07-29,15:09:55,13.5111,7.428
2016-07-29,15:09:57,13.5102,7.427
2016-07-29,15:09:58,13.5094,7.427
2016-07-29,15:09:59,13.5088,7.427
2016-07-29,15:10:00,13.5080,7.426
2016-07-29,15:10:01,13.5073,7.426
2016-07-29,15:10:02,13.5067,7.427
2016-07-29,15:10:03,13.5056,7.426
2016-07-29,15:10:04,13.5048,7.425
2016-07-29,15:10:05,13.5041,7.425
2016-07-29,15:10:06,13.5034,7.425
2016-07-29,15:10:07,13.5024,7.424
2016-07-29,15:10:08,13.5016,7.424
2016-07-29,15:10:09,13.5010,7.424
2016-07-29,15:10:10,13.5001,7.424
2016-07-29,15:10:11,13.4994,7.423
2016-07-29,15:10:12,13.4988,7.423
2016-07-29,15:10:13,13.4980,7.424
2016-07-29,15:10:14,13.4969,7.423
2016-07-29,15:10:15,13.4964,7.423
2016-07-29,15:10:16,13.4955,7.422
2016-07-29,15:10:17,13.4948,7.423
2016-07-29,15:10:18,13.4943,7.421
2016-07-29,15:10:19,13.4929,7.420
2016-07-29,15:10:20,13.4928,7.423
2016-07-29,15:10:21,13.4919,7.421
2016-07-29,15:10:22,13.4914,7.421
2016-07-29,15:10:23,13.4904,7.421
2016-07-29,15:10:24,13.4896,7.421
2016-07-29,15:10:25,13.4890,7.421
2016-07-29,15:10:26,13.4882,7.420
2016-07-29,15:10:27,13.4875,7.420
2016-07-29,15:10:28,13.4868,7.420
2016-07-29,15:10:29,13.4859,7.419
2016-07-29,15:10:30,13.4848,7.419
2016-07-29,15:10:31,13.4845,7.419
2016-07-29,15:10:32,13.4838,7.419
2016-07-29,15:10:33,13.4832,7.418
2016-07-29,15:10:34,13.4824,7.418
2016-07-29,15:10:35,13.4815,7.419
2016-07-29,15:10:36,13.4809,7.418
2016-07-29,15:10:37,13.4804,7.418
2016-07-29,15:10:38,13.4796,7.418
2016-07-29,15:10:39,13.4789,7.417
2016-07-29,15:10:40,13.4780,7.417
2016-07-29,15:10:41,13.4774,7.417
2016-07-29,15:10:42,13.4766,7.417
2016-07-29,15:10:43,13.4762,7.416
2016-07-29,15:10:44,13.4754,7.417
2016-07-29,15:10:45,13.4745,7.416
2016-07-29,15:10:46,13.4738,7.416
2016-07-29,15:10:47,13.4731,7.416
2016-07-29,15:10:48,13.4727,7.416
2016-07-29,15:10:49,13.4716,7.416
2016-07-29,15:10:50,13.4711,7.415
2016-07-29,15:10:51,13.4703,7.415
2016-07-29,15:10:52,13.4695,7.415
2016-07-29,15:10:53,13.4691,7.415
2016-07-29,15:10:54,13.4682,7.415
2016-07-29,15:10:55,13.4677,7.414
2016-07-29,15:10:56,13.4672,7.415
2016-07-29,15:10:57,13.4664,7.415
2016-07-29,15:10:58,13.4659,7.415
2016-07-29,15:10:59,13.4653,7.414
2016-07-29,15:11:00,13.4644,7.414
2016-07-29,15:11:01,13.4639,7.413
2016-07-29,15:11:02,13.4635,7.413
2016-07-29,15:11:03,13.4625,7.414
2016-07-29,15:11:04,13.4617,7.413
2016-07-29,15:11:05,13.4612,7.413
2016-07-29,15:11:06,13.4604,7.413
2016-07-29,15:11:07,13.4598,7.412
2016-07-29,15:11:08,13.4593,7.412
2016-07-29,15:11:10,13.4587,7.412
2016-07-29,15:11:11,13.4579,7.412
2016-07-29,15:11:12,13.4576,7.412
2016-07-29,15:11:13,13.4565,7.411
2016-07-29,15:11:14,13.4563,7.412
2016-07-29,15:11:15,13.4554,7.411
2016-07-29,15:11:16,13.4549,7.411
2016-07-29,15:11:17,13.4540,7.411
2016-07-29,15:11:18,13.4532,7.411
2016-07-29,15:11:19,13.4530,7.411
2016-07-29,15:11:20,13.4525,7.411
2016-07-29,15:11:21,13.4515,7.410
2016-07-29,15:11:22,13.4512,7.410
2016-07-29,15:11:23,13.4503,7.410
2016-07-29,15:11:24,13.4498,7.410
2016-07-29,15:11:25,13.4490,7.410
2016-07-29,15:11:26,13.4488,7.410
2016-07-29,15:11:27,13.4478,7.410
2016-07-29,15:11:28,13.4473,7.410
2016-07-29,15:11:29,13.4467,7.409
2016-07-29,15:11:30,13.4460,7.409
2016-07-29,15:11:31,13.4456,7.409
2016-07-29,15:11:32,13.4452,7.409
2016-07-29,15:11:33,13.4442,7.408
2016-07-29,15:11:34,13.4438,7.408
2016-07-29,15:11:35,13.4432,7.408
2016-07-29,15:11:36,13.4426,7.408
2016-07-29,15:11:37,13.4419,7.407
2016-07-29,15:11:38,13.4412,7.408
2016-07-29,15:11:39,13.4409,7.407
2016-07-29,15:11:40,13.4403,7.407
2016-07-29,15:11:41,13.4397,7.406
2016-07-29,15:11:42,13.4392,7.406
2016-07-29,15:11:43,13.4383,7.406
2016-07-29,15:11:44,13.4381,7.406
2016-07-29,15:11:45,13.4372,7.406
2016-07-29,15:11:46,13.4367,7.406
2016-07-29,15:11:47,13.4363,7.406
2016-07-29,15:11:48,13.4354,7.406
2016-07-29,15:11:49,13.4353,7.406
2016-07-29,15:11:50,13.4343,7.405
2016-07-29,15:11:51,13.4340,7.405
2016-07-29,15:11:52,13.4332,7.405
2016-07-29,15:11:53,13.4328,7.405
2016-07-29,15:11:54,13.4324,7.405
2016-07-29,15:11:55,13.4316,7.404
2016-07-29,15:11:56,13.4312,7.404
2016-07-29,15:11:57,13.4303,7.404
2016-07-29,15:11:58,13.4299,7.404
2016-07-29,15:11:59,13.4295,7.403
2016-07-29,15:12:00,13.4287,7.403
2016-07-29,15:12:01,13.4284,7.403
2016-07-29,15:12:02,13.4278,7.403
2016-07-29,15:12:03,13.4272,7.402
2016-07-29,15:12:04,13.4267,7.403
2016-07-29,15:12:05,13.4262,7.402
2016-07-29,15:12:06,13.4255,7.402
2016-07-29,15:12:07,13.4251,7.402
2016-07-29,15:12:08,13.4248,7.401
2016-07-29,15:12:09,13.4237,7.401
2016-07-29,15:12:10,13.4234,7.401
2016-07-29,15:12:11,13.4230,7.401
2016-07-29,15:12:12,13.4223,7.401
2016-07-29,15:12:13,13.4220,7.401
2016-07-29,15:12:14,13.4210,7.401
2016-07-29,15:12:15,13.4207,7.400
2016-07-29,15:12:16,13.4201,7.400
2016-07-29,15:12:17,13.4197,7.400
2016-07-29,15:12:18,13.4192,7.400
2016-07-29,15:12:19,13.4187,7.400
2016-07-29,15:12:20,13.4182,7.399
2016-07-29,15:12:21,13.4175,7.399
2016-07-29,15:12:23,13.4171,7.399
2016-07-29,15:12:24,13.4162,7.398
2016-07-29,15:12:25,13.4159,7.398
2016-07-29,15:12:26,13.4155,7.398
2016-07-29,15:12:27,13.4150,7.398
2016-07-29,15:12:28,13.4144,7.398
2016-07-29,15:12:29,13.4141,7.397
2016-07-29,15:12:30,13.4136,7.398
2016-07-29,15:12:31,13.4130,7.398
2016-07-29,15:12:32,13.4124,7.397
2016-07-29,15:12:33,13.4121,7.397
2016-07-29,15:12:34,13.4116,7.397
2016-07-29,15:12:35,13.4110,7.397
2016-07-29,15:12:36,13.4105,7.397
2016-07-29,15:12:37,13.4101,7.397
2016-07-29,15:12:38,13.4095,7.397
2016-07-29,15:12:39,13.4090,7.396
2016-07-29,15:12:40,13.4082,7.396
2016-07-29,15:12:41,13.4081,7.396
2016-07-29,15:12:42,13.4078,7.396
2016-07-29,15:12:43,13.4068,7.395
2016-07-29,15:12:44,13.4065,7.395
2016-07-29,15:12:45,13.4062,7.395
2016-07-29,15:12:46,13.4054,7.395
2016-07-29,15:12:47,13.4053,7.395
2016-07-29,15:12:48,13.4047,7.394
2016-07-29,15:12:49,13.4041,7.394
2016-07-29,15:12:50,13.4037,7.394
2016-07-29,15:12:51,13.4034,7.393
2016-07-29,15:12:52,13.4028,7.395
2016-07-29,15:12:53,13.4025,7.394
2016-07-29,15:12:54,13.4016,7.393
2016-07-29,15:12:55,13.4012,7.393
2016-07-29,15:12:56,13.4008,7.393
2016-07-29,15:12:57,13.4004,7.393
2016-07-29,15:12:58,13.3996,7.393
2016-07-29,15:12:59,13.3993,7.393
2016-07-29,15:13:00,13.3989,7.393
2016-07-29,15:13:01,13.3985,7.392
2016-07-29,15:13:02,13.3978,7.392
2016-07-29,15:13:03,13.3976,7.392
2016-07-29,15:13:04,13.3971,7.392
2016-07-29,15:13:05,13.3967,7.392
2016-07-29,15:13:06,13.3961,7.392
2016-07-29,15:13:07,13.3956,7.392
2016-07-29,15:13:08,13.3952,7.391
2016-07-29,15:13:09,13.3949,7.391
2016-07-29,15:13:10,13.3943,7.391
2016-07-29,15:13:11,13.3938,7.390
2016-07-29,15:13:12,13.3936,7.391
2016-07-29,15:13:13,13.3930,7.390
2016-07-29,15:13:14,13.3925,7.390
2016-07-29,15:13:15,13.3924,7.390
2016-07-29,15:13:16,13.3917,7.389
2016-07-29,15:13:17,13.3910,7.390
2016-07-29,15:13:18,13.3908,7.390
2016-07-29,15:13:19,13.3903,7.390
2016-07-29,15:13:20,13.3899,7.389
2016-07-29,15:13:21,13.3894,7.390
2016-07-29,15:13:22,13.3889,7.389
2016-07-29,15:13:23,13.3887,7.389
2016-07-29,15:13:24,13.3882,7.389
2016-07-29,15:13:25,13.3878,7.389
2016-07-29,15:13:26,13.3874,7.389
2016-07-29,15:13:27,13.3867,7.389
2016-07-29,15:13:28,13.3862,7.389
2016-07-29,15:13:29,13.3859,7.389
2016-07-29,15:13:30,13.3856,7.388
2016-07-29,15:13:31,13.3850,7.389
2016-07-29,15:13:32,13.3847,7.388
2016-07-29,15:13:33,13.3843,7.388
2016-07-29,15:13:35,13.3839,7.387
2016-07-29,15:13:36,13.3835,7.388
2016-07-29,15:13:37,13.3829,7.388
2016-07-29,15:13:38,13.3822,7.387
2016-07-29,15:13:39,13.3821,7.388
2016-07-29,15:13:40,13.3818,7.388
2016-07-29,15:13:41,13.3814,7.387
2016-07-29,15:13:42,13.3809,7.388
2016-07-29,15:13:43,13.3804,7.388
2016-07-29,15:13:44,13.3799,7.388
2016-07-29,15:13:45,13.3797,7.387
2016-07-29,15:13:46,13.3794,7.387
2016-07-29,15:13:47,13.3787,7.388
2016-07-29,15:13:48,13.3783,7.388
2016-07-29,15:13:49,13.3776,7.387
2016-07-29,15:13:50,13.3776,7.387
2016-07-29,15:13:51,13.3771,7.387
2016-07-29,15:13:52,13.3765,7.387
2016-07-29,15:13:53,13.3759,7.387
2016-07-29,15:13:54,13.3757,7.387
2016-07-29,15:13:55,13.3754,7.387
2016-07-29,15:13:56,13.3751,7.387
2016-07-29,15:13:57,13.3745,7.387
2016-07-29,15:13:58,13.3742,7.386
2016-07-29,15:13:59,13.3738,7.387
2016-07-29,15:14:00,13.3733,7.387
2016-07-29,15:14:01,13.3732,7.387
2016-07-29,15:14:02,13.3725,7.388
2016-07-29,15:14:03,13.3725,7.387
2016-07-29,15:14:04,13.3719,7.386
2016-07-29,15:14:05,13.3712,7.387
2016-07-29,15:14:06,13.3708,7.387
2016-07-29,15:14:07,13.3706,7.386
2016-07-29,15:14:08,13.3702,7.387
2016-07-29,15:14:09,13.3694,7.386
2016-07-29,15:14:10,13.3693,7.386
2016-07-29,15:14:11,13.3691,7.387
2016-07-29,15:14:12,13.3688,7.386
2016-07-29,15:14:13,13.3680,7.387
2016-07-29,15:14:14,13.3678,7.387
2016-07-29,15:14:15,13.3675,7.386
2016-07-29,15:14:16,13.3671,7.386
2016-07-29,15:14:17,13.3666,7.386
2016-07-29,15:14:18,13.3660,7.387
2016-07-29,15:14:19,13.3659,7.386
2016-07-29,15:14:20,13.3654,7.386
2016-07-29,15:14:21,13.3652,7.386
2016-07-29,15:14:22,13.3647,7.387
2016-07-29,15:14:23,13.3644,7.386
2016-07-29,15:14:24,13.3639,7.386
2016-07-29,15:14:25,13.3638,7.385
2016-07-29,15:14:26,13.3632,7.385
2016-07-29,15:14:27,13.3628,7.385
2016-07-29,15:14:28,13.3625,7.385
2016-07-29,15:14:29,13.3621,7.385
2016-07-29,15:14:30,13.3618,7.386
2016-07-29,15:14:31,13.3614,7.385
2016-07-29,15:14:32,13.3612,7.385
2016-07-29,15:14:33,13.3607,7.385
2016-07-29,15:14:34,13.3602,7.385
2016-07-29,15:14:35,13.3599,7.385
2016-07-29,15:14:36,13.3594,7.385
2016-07-29,15:14:37,13.3592,7.385
2016-07-29,15:14:38,13.3589,7.385
2016-07-29,15:14:39,13.3585,7.385
2016-07-29,15:14:40,13.3585,7.385
2016-07-29,15:14:41,13.3577,7.385
2016-07-29,15:14:42,13.3573,7.385
2016-07-29,15:14:43,13.3569,7.384
2016-07-29,15:14:44,13.3566,7.385
2016-07-29,15:14:45,13.3562,7.385
2016-07-29,15:14:47,13.3559,7.385
2016-07-29,15:14:48,13.3553,7.384
2016-07-29,15:14:49,13.3549,7.385
2016-07-29,15:14:50,13.3549,7.384
2016-07-29,15:14:51,13.3545,7.384
2016-07-29,15:14:52,13.3541,7.385
2016-07-29,15:14:53,13.3539,7.385
2016-07-29,15:14:54,13.3535,7.384
2016-07-29,15:14:55,13.3529,7.384
2016-07-29,15:14:56,13.3528,7.385
2016-07-29,15:14:57,13.3524,7.384
2016-07-29,15:14:58,13.3519,7.384
2016-07-29,15:14:59,13.3516,7.384
2016-07-29,15:15:00,13.3513,7.384
2016-07-29,15:15:01,13.3508,7.384
2016-07-29,15:15:02,13.3505,7.384
2016-07-29,15:15:03,13.3503,7.384
2016-07-29,15:15:04,13.3500,7.384
2016-07-29,15:15:05,13.3495,7.383
2016-07-29,15:15:06,13.3492,7.384
2016-07-29,15:15:07,13.3489,7.384
2016-07-29,15:15:08,13.3485,7.384
2016-07-29,15:15:09,13.3483,7.384
2016-07-29,15:15:10,13.3478,7.383
2016-07-29,15:15:11,13.3477,7.383
2016-07-29,15:15:12,13.3472,7.383
2016-07-29,15:15:13,13.3465,7.383
2016-07-29,15:15:14,13.3466,7.382
2016-07-29,15:15:15,13.3461,7.383
2016-07-29,15:15:16,13.3459,7.383
2016-07-29,15:15:17,13.3456,7.384
2016-07-29,15:15:18,13.3452,7.383
2016-07-29,15:15:19,13.3449,7.382
2016-07-29,15:15:20,13.3445,7.383
2016-07-29,15:15:21,13.3441,7.383
2016-07-29,15:15:22,13.3440,7.383
2016-07-29,15:15:23,13.3436,7.383
2016-07-29,15:15:24,13.3435,7.382
2016-07-29,15:15:25,13.3426,7.382
2016-07-29,15:15:26,13.3425,7.382
2016-07-29,15:15:27,13.3422,7.383
2016-07-29,15:15:28,13.3418,7.382
2016-07-29,15:15:29,13.3415,7.382
2016-07-29,15:15:30,13.3412,7.382
2016-07-29,15:15:31,13.3411,7.382
2016-07-29,15:15:32,13.3407,7.382
2016-07-29,15:15:33,13.3404,7.382
2016-07-29,15:15:34,13.3399,7.382
2016-07-29,15:15:35,13.3400,7.382
