Serial_number:
2022016
Project ID:
CGC_McCully
Location:
PO-05_20160729
LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
Date,Time,LEVEL,TEMPERATURE
2016-07-29,15:00:43,13.8996,7.874
2016-07-29,15:00:44,13.8976,7.873
2016-07-29,15:00:45,13.8951,7.871
2016-07-29,15:00:46,13.8929,7.868
2016-07-29,15:00:47,13.8905,7.866
2016-07-29,15:00:48,13.8880,7.864
2016-07-29,15:00:49,13.8858,7.863
2016-07-29,15:00:50,13.8836,7.860
2016-07-29,15:00:51,13.8814,7.858
2016-07-29,15:00:52,13.8791,7.857
2016-07-29,15:00:53,13.8769,7.854
2016-07-29,15:00:54,13.8747,7.851
2016-07-29,15:00:55,13.8729,7.850
2016-07-29,15:00:56,13.8703,7.847
2016-07-29,15:00:57,13.8679,7.845
2016-07-29,15:00:58,13.8658,7.844
2016-07-29,15:00:59,13.8637,7.841
2016-07-29,15:01:00,13.8614,7.839
2016-07-29,15:01:01,13.8594,7.837
2016-07-29,15:01:02,13.8571,7.835
2016-07-29,15:01:03,13.8550,7.834
2016-07-29,15:01:05,13.8532,7.831
2016-07-29,15:01:06,13.8508,7.829
2016-07-29,15:01:07,13.8484,7.827
2016-07-29,15:01:08,13.8464,7.825
2016-07-29,15:01:09,13.8446,7.823
2016-07-29,15:01:10,13.8422,7.821
2016-07-29,15:01:11,13.8405,7.818
2016-07-29,15:01:12,13.8382,7.818
2016-07-29,15:01:13,13.8362,7.815
2016-07-29,15:01:14,13.8853,7.813
2016-07-29,15:01:15,14.3892,7.812
2016-07-29,15:03:19,14.1160,7.619
2016-07-29,15:03:21,14.1118,7.619
2016-07-29,15:03:22,14.1091,7.620
2016-07-29,15:03:23,14.1060,7.620
2016-07-29,15:03:24,14.1036,7.621
2016-07-29,15:03:25,14.1008,7.620
2016-07-29,15:03:26,14.0982,7.620
2016-07-29,15:03:27,14.0955,7.619
2016-07-29,15:03:28,14.0927,7.619
2016-07-29,15:03:29,14.0902,7.618
2016-07-29,15:03:30,14.0874,7.618
2016-07-29,15:03:31,14.0848,7.617
2016-07-29,15:03:32,14.0820,7.616
2016-07-29,15:03:33,14.0794,7.616
2016-07-29,15:03:34,14.0770,7.615
2016-07-29,15:03:35,14.0744,7.614
2016-07-29,15:03:36,14.0716,7.614
2016-07-29,15:03:37,14.0688,7.613
2016-07-29,15:03:38,14.0663,7.613
2016-07-29,15:03:39,14.0635,7.612
2016-07-29,15:03:40,14.0610,7.611
2016-07-29,15:03:41,14.0585,7.610
2016-07-29,15:03:42,14.0559,7.610
2016-07-29,15:03:43,14.0533,7.609
2016-07-29,15:03:44,14.0507,7.608
2016-07-29,15:03:45,14.0483,7.607
2016-07-29,15:03:46,14.0459,7.607
2016-07-29,15:03:47,14.0435,7.606
2016-07-29,15:03:48,14.0409,7.605
2016-07-29,15:03:49,14.0384,7.604
2016-07-29,15:03:50,14.0359,7.604
2016-07-29,15:03:51,14.0332,7.603
2016-07-29,15:03:52,14.0310,7.602
2016-07-29,15:03:53,14.0284,7.601
2016-07-29,15:03:54,14.0261,7.601
2016-07-29,15:03:55,14.0238,7.600
2016-07-29,15:03:56,14.0215,7.599
2016-07-29,15:03:57,14.0189,7.599
2016-07-29,15:03:58,14.0166,7.598
2016-07-29,15:03:59,14.0139,7.597
2016-07-29,15:04:00,14.0117,7.596
2016-07-29,15:04:01,14.0094,7.596
2016-07-29,15:04:02,14.0071,7.595
2016-07-29,15:04:03,14.0046,7.594
2016-07-29,15:04:04,14.0021,7.594
2016-07-29,15:04:05,13.9998,7.593
2016-07-29,15:04:06,13.9975,7.591
2016-07-29,15:04:07,13.9949,7.591
2016-07-29,15:04:08,13.9928,7.590
2016-07-29,15:04:09,13.9905,7.589
2016-07-29,15:04:10,13.9878,7.589
2016-07-29,15:04:11,13.9858,7.588
2016-07-29,15:04:12,13.9836,7.587
2016-07-29,15:04:13,13.9815,7.586
2016-07-29,15:04:14,13.9794,7.586
2016-07-29,15:04:15,13.9772,7.584
2016-07-29,15:04:16,13.9753,7.584
2016-07-29,15:04:17,13.9726,7.583
2016-07-29,15:04:18,13.9703,7.582
2016-07-29,15:04:19,13.9684,7.582
2016-07-29,15:04:20,13.9661,7.580
2016-07-29,15:04:21,13.9638,7.580
2016-07-29,15:04:22,13.9614,7.579
2016-07-29,15:04:23,13.9592,7.578
2016-07-29,15:04:25,13.9570,7.578
2016-07-29,15:04:26,13.9548,7.576
2016-07-29,15:04:27,13.9528,7.576
2016-07-29,15:04:28,13.9505,7.575
2016-07-29,15:04:29,13.9479,7.574
2016-07-29,15:04:30,13.9462,7.574
2016-07-29,15:04:31,13.9439,7.573
2016-07-29,15:04:32,13.9413,7.572
2016-07-29,15:04:33,13.9395,7.571
2016-07-29,15:04:34,13.9372,7.570
