Well Name,Brome
Well ID,03030011
Latitude,45.182282
Longitude,-72.577841
Elevation,200.83
Nappe,Captive
Influenced,Non

Time,Year,Month,Day,Water level (masl),Water temperature (degC)
42044.0,2015,2,9,199.36,7.07
42045.0,2015,2,10,199.49,7.05
42046.0,2015,2,11,199.51,7.02
42047.0,2015,2,12,199.53,7.03
42048.0,2015,2,13,199.53,7.02
42049.0,2015,2,14,199.49,7.0
42050.0,2015,2,15,199.34,7.0
42051.0,2015,2,16,199.31,6.99
42052.0,2015,2,17,199.45,6.97
42053.0,2015,2,18,199.46,6.96
42054.0,2015,2,19,199.47,6.92
42055.0,2015,2,20,199.48,6.93
42056.0,2015,2,21,199.43,6.93
42057.0,2015,2,22,199.31,6.93
42058.0,2015,2,23,199.28,6.92
42059.0,2015,2,24,199.44,6.9
42060.0,2015,2,25,199.48,6.88
42061.0,2015,2,26,199.46,6.87
42062.0,2015,2,27,199.45,6.86
42063.0,2015,2,28,199.42,6.84
42064.0,2015,3,1,199.27,6.84
42065.0,2015,3,2,199.28,6.82
42066.0,2015,3,3,199.39,6.83
42067.0,2015,3,4,199.44,6.81
42068.0,2015,3,5,199.42,6.76
42069.0,2015,3,6,199.41,6.78
42070.0,2015,3,7,199.37,6.76
42071.0,2015,3,8,199.26,6.76
42072.0,2015,3,9,199.23,6.74
42073.0,2015,3,10,199.39,6.75
42074.0,2015,3,11,199.44,6.72
42075.0,2015,3,12,199.45,6.74
42076.0,2015,3,13,199.46,6.7
42077.0,2015,3,14,199.31,6.68
42078.0,2015,3,15,199.34,6.68
42079.0,2015,3,16,199.27,6.71
42080.0,2015,3,17,199.25,6.68
42081.0,2015,3,18,199.42,6.62
42082.0,2015,3,19,199.47,6.64
42083.0,2015,3,20,199.51,6.59
42084.0,2015,3,21,199.5,6.6
42085.0,2015,3,22,199.45,6.57
42086.0,2015,3,23,199.42,6.59
42087.0,2015,3,24,199.52,6.54
42088.0,2015,3,25,199.54,6.54
42089.0,2015,3,26,199.56,6.53
42090.0,2015,3,27,199.58,6.52
42091.0,2015,3,28,199.55,6.51
42092.0,2015,3,29,199.41,6.52
42093.0,2015,3,30,199.43,6.51
42094.0,2015,3,31,199.58,6.49
42095.0,2015,4,1,199.59,6.43
42096.0,2015,4,2,199.59,6.43
42097.0,2015,4,3,199.56,6.43
42098.0,2015,4,4,199.48,6.43
42099.0,2015,4,5,199.42,6.44
42100.0,2015,4,6,199.44,6.41
42101.0,2015,4,7,199.5,6.43
42102.0,2015,4,8,199.67,6.36
42103.0,2015,4,9,199.71,6.38
42104.0,2015,4,10,199.74,6.33
42105.0,2015,4,11,199.77,6.36
42106.0,2015,4,12,199.76,6.33
42107.0,2015,4,13,199.67,6.32
42108.0,2015,4,14,199.8,6.32
42109.0,2015,4,15,199.81,6.29
42110.0,2015,4,16,199.81,6.28
42111.0,2015,4,17,199.82,6.28
42112.0,2015,4,18,199.71,6.26
42113.0,2015,4,19,199.66,6.24
42114.0,2015,4,20,199.57,6.28
42115.0,2015,4,21,199.79,6.24
42116.0,2015,4,22,199.82,6.26
42117.0,2015,4,23,199.84,6.18
42118.0,2015,4,24,199.84,6.17
42119.0,2015,4,25,199.78,6.15
42120.0,2015,4,26,199.64,6.2
42121.0,2015,4,27,199.61,6.17
42122.0,2015,4,28,199.77,6.09
42123.0,2015,4,29,199.79,6.14
42124.0,2015,4,30,199.77,6.15
42125.0,2015,5,1,199.75,6.06
42126.0,2015,5,2,199.65,6.13
42127.0,2015,5,3,199.45,6.14
42128.0,2015,5,4,199.45,6.06
42129.0,2015,5,5,199.67,6.04
42130.0,2015,5,6,199.69,6.11
42131.0,2015,5,7,199.7,6.1
42132.0,2015,5,8,199.69,6.05
42133.0,2015,5,9,199.51,6.09
42134.0,2015,5,10,199.58,6.05
42135.0,2015,5,11,199.42,6.0
42136.0,2015,5,12,199.65,6.02
42137.0,2015,5,13,199.69,5.99
42138.0,2015,5,14,199.68,6.04
42139.0,2015,5,15,199.68,6.06
42140.0,2015,5,16,199.59,6.04
42141.0,2015,5,17,199.58,6.06
42142.0,2015,5,18,199.43,6.08
42143.0,2015,5,19,199.23,6.09
42144.0,2015,5,20,199.62,6.02
42145.0,2015,5,21,199.65,6.08
42146.0,2015,5,22,199.66,6.06
42147.0,2015,5,23,199.58,6.1
42148.0,2015,5,24,199.48,6.03
42149.0,2015,5,25,199.41,6.09
42150.0,2015,5,26,199.59,6.07
42151.0,2015,5,27,199.6,6.06
42152.0,2015,5,28,199.59,6.02
42153.0,2015,5,29,199.59,6.03
42154.0,2015,5,30,199.5,6.02
42155.0,2015,5,31,199.58,6.02
42156.0,2015,6,1,199.4,6.11
42157.0,2015,6,2,199.67,6.08
42158.0,2015,6,3,199.73,6.11
42159.0,2015,6,4,199.74,6.09
42160.0,2015,6,5,199.73,6.1
42161.0,2015,6,6,199.72,6.06
42162.0,2015,6,7,199.56,6.06
42163.0,2015,6,8,199.52,6.13
42164.0,2015,6,9,199.7,6.11
42165.0,2015,6,10,199.74,6.11
42166.0,2015,6,11,199.75,6.1
42167.0,2015,6,12,199.74,6.12
42168.0,2015,6,13,199.73,6.12
42169.0,2015,6,14,199.62,6.08
42170.0,2015,6,15,199.55,6.08
42171.0,2015,6,16,199.72,6.12
42172.0,2015,6,17,199.7,6.11
42173.0,2015,6,18,199.73,6.16
42174.0,2015,6,19,199.75,6.1
42175.0,2015,6,20,199.68,6.12
42176.0,2015,6,21,199.59,6.14
42177.0,2015,6,22,199.52,6.1
42178.0,2015,6,23,199.69,6.17
42179.0,2015,6,24,199.72,6.17
42180.0,2015,6,25,199.71,6.13
42181.0,2015,6,26,199.68,6.18
42182.0,2015,6,27,199.59,6.15
42183.0,2015,6,28,199.48,6.17
42184.0,2015,6,29,199.43,6.17
42185.0,2015,6,30,199.31,6.18
42186.0,2015,7,1,199.5,6.19
42187.0,2015,7,2,199.61,6.18
42188.0,2015,7,3,199.63,6.22
42189.0,2015,7,4,199.55,6.14
42190.0,2015,7,5,199.48,6.17
42191.0,2015,7,6,199.4,6.2
42192.0,2015,7,7,199.56,6.2
42193.0,2015,7,8,199.56,6.24
42194.0,2015,7,9,199.56,6.18
42195.0,2015,7,10,199.57,6.25
42196.0,2015,7,11,199.49,6.24
42197.0,2015,7,12,199.32,6.23
42198.0,2015,7,13,199.28,6.21
42199.0,2015,7,14,199.48,6.24
42200.0,2015,7,15,199.55,6.23
42201.0,2015,7,16,199.6,6.25
42202.0,2015,7,17,199.63,6.24
42203.0,2015,7,18,199.61,6.26
42204.0,2015,7,19,199.59,6.24
42205.0,2015,7,20,199.62,6.29
42206.0,2015,7,21,199.5,6.26
42207.0,2015,7,22,199.56,6.28
42208.0,2015,7,23,199.58,6.3
42209.0,2015,7,24,199.51,6.31
42210.0,2015,7,25,199.58,6.27
42211.0,2015,7,26,199.58,6.29
42212.0,2015,7,27,199.57,6.31
42213.0,2015,7,28,199.5,6.32
42214.0,2015,7,29,199.58,6.3
42215.0,2015,7,30,199.56,6.31
42216.0,2015,7,31,199.59,6.32
42217.0,2015,8,1,199.5,6.3
42218.0,2015,8,2,199.57,6.33
42219.0,2015,8,3,199.49,6.32
42220.0,2015,8,4,199.69,6.35
42221.0,2015,8,5,199.71,6.35
42222.0,2015,8,6,199.73,6.34
42223.0,2015,8,7,199.74,6.34
42224.0,2015,8,8,199.67,6.36
42225.0,2015,8,9,199.57,6.35
42226.0,2015,8,10,199.49,6.37
42227.0,2015,8,11,199.64,6.37
42228.0,2015,8,12,199.68,6.4
42229.0,2015,8,13,199.72,6.39
42230.0,2015,8,14,199.74,6.38
42231.0,2015,8,15,199.7,6.39
42232.0,2015,8,16,199.64,6.42
42233.0,2015,8,17,199.55,6.4
42234.0,2015,8,18,199.69,6.42
42235.0,2015,8,19,199.69,6.42
42236.0,2015,8,20,199.67,6.44
42237.0,2015,8,21,199.61,6.43
42238.0,2015,8,22,199.52,6.45
42239.0,2015,8,23,199.4,6.45
42240.0,2015,8,24,199.39,6.46
42241.0,2015,8,25,199.56,6.47
42242.0,2015,8,26,199.55,6.47
42243.0,2015,8,27,199.53,6.48
42244.0,2015,8,28,199.49,6.49
42245.0,2015,8,29,199.42,6.49
42246.0,2015,8,30,199.31,6.5
42247.0,2015,8,31,199.24,6.5
42248.0,2015,9,1,199.39,6.51
42249.0,2015,9,2,199.39,6.52
42250.0,2015,9,3,199.39,6.52
42251.0,2015,9,4,199.34,6.53
42252.0,2015,9,5,199.25,6.53
42253.0,2015,9,6,199.18,6.54
42254.0,2015,9,7,199.22,6.55
42255.0,2015,9,8,199.13,6.55
42256.0,2015,9,9,199.27,6.56
42257.0,2015,9,10,199.31,6.56
42258.0,2015,9,11,199.33,6.57
42259.0,2015,9,12,199.28,6.57
42260.0,2015,9,13,199.12,6.58
42261.0,2015,9,14,199.13,6.59
42262.0,2015,9,15,199.36,6.59
42263.0,2015,9,16,199.44,6.59
42264.0,2015,9,17,199.51,6.6
42265.0,2015,9,18,199.5,6.61
42266.0,2015,9,19,199.51,6.61
42267.0,2015,9,20,199.38,6.62
42268.0,2015,9,21,199.32,6.62
42269.0,2015,9,22,199.49,6.63
42270.0,2015,9,23,199.51,6.63
42271.0,2015,9,24,199.5,6.64
42272.0,2015,9,25,199.45,6.64
42273.0,2015,9,26,199.33,6.65
42274.0,2015,9,27,199.3,6.66
42275.0,2015,9,28,199.25,6.67
42276.0,2015,9,29,199.39,6.68
42277.0,2015,9,30,199.41,6.68
42278.0,2015,10,1,199.46,6.69
42279.0,2015,10,2,199.5,6.7
42280.0,2015,10,3,199.46,6.71
42281.0,2015,10,4,199.49,6.72
42282.0,2015,10,5,199.43,6.73
42283.0,2015,10,6,199.59,6.74
42284.0,2015,10,7,199.6,6.76
42285.0,2015,10,8,199.58,6.77
42286.0,2015,10,9,199.5,6.78
42287.0,2015,10,10,199.46,6.79
42288.0,2015,10,11,199.38,6.8
42289.0,2015,10,12,199.42,6.81
42290.0,2015,10,13,199.31,6.82
42291.0,2015,10,14,199.53,6.83
42292.0,2015,10,15,199.55,6.85
42293.0,2015,10,16,199.57,6.86
42294.0,2015,10,17,199.52,6.88
42295.0,2015,10,18,199.52,6.88
42296.0,2015,10,19,199.37,6.89
42297.0,2015,10,20,199.61,6.9
42298.0,2015,10,21,199.62,6.92
42299.0,2015,10,22,199.59,6.93
42300.0,2015,10,23,199.52,6.94
42301.0,2015,10,24,199.48,6.96
42302.0,2015,10,25,199.5,6.97
42303.0,2015,10,26,199.37,6.98
42304.0,2015,10,27,199.54,6.99
42305.0,2015,10,28,199.56,7.0
42306.0,2015,10,29,199.61,7.01
42307.0,2015,10,30,199.66,7.03
42308.0,2015,10,31,199.58,7.04
42309.0,2015,11,1,199.58,7.04
42310.0,2015,11,2,199.53,7.05
42311.0,2015,11,3,199.68,7.07
42312.0,2015,11,4,199.7,7.08
42313.0,2015,11,5,199.7,7.09
42314.0,2015,11,6,199.66,7.11
42315.0,2015,11,7,199.3,7.1
42316.0,2015,11,8,199.46,7.13
42317.0,2015,11,9,199.49,7.14
42318.0,2015,11,10,199.62,7.15
42319.0,2015,11,11,199.64,7.16
42320.0,2015,11,12,199.63,7.18
42321.0,2015,11,13,199.66,7.19
42322.0,2015,11,14,199.59,7.2
42323.0,2015,11,15,199.47,7.19
42324.0,2015,11,16,199.35,7.21
42325.0,2015,11,17,199.67,7.22
42326.0,2015,11,18,199.7,7.23
42327.0,2015,11,19,199.72,7.24
42328.0,2015,11,20,199.72,7.25
42329.0,2015,11,21,199.67,7.25
42330.0,2015,11,22,199.74,7.26
42331.0,2015,11,23,199.73,7.28
42332.0,2015,11,24,199.72,7.29
42333.0,2015,11,25,199.69,7.3
42334.0,2015,11,26,199.68,7.31
42335.0,2015,11,27,199.69,7.32
42336.0,2015,11,28,199.6,7.32
42337.0,2015,11,29,199.61,7.32
42338.0,2015,11,30,199.53,7.34
42339.0,2015,12,1,199.7,7.34
42340.0,2015,12,2,199.73,7.35
42341.0,2015,12,3,199.77,7.36
42342.0,2015,12,4,199.77,7.36
42343.0,2015,12,5,199.73,7.38
42344.0,2015,12,6,199.66,7.37
42345.0,2015,12,7,199.6,7.38
42346.0,2015,12,8,199.73,7.39
42347.0,2015,12,9,199.74,7.4
42348.0,2015,12,10,199.74,7.41
42349.0,2015,12,11,199.73,7.41
42350.0,2015,12,12,199.64,7.42
42351.0,2015,12,13,199.51,7.41
42352.0,2015,12,14,199.49,7.43
42353.0,2015,12,15,199.6,7.43
42354.0,2015,12,16,199.65,7.43
42355.0,2015,12,17,199.63,7.44
42356.0,2015,12,18,199.72,7.44
42357.0,2015,12,19,199.73,7.45
42358.0,2015,12,20,199.68,7.45
42359.0,2015,12,21,199.45,7.45
42360.0,2015,12,22,199.62,7.45
42361.0,2015,12,23,199.58,7.45
42362.0,2015,12,24,199.54,7.45
42363.0,2015,12,25,199.44,7.44
42364.0,2015,12,26,199.35,7.45
42365.0,2015,12,27,199.32,7.46
42366.0,2015,12,28,199.52,7.44
42367.0,2015,12,29,199.52,7.43
42368.0,2015,12,30,199.64,7.43
42369.0,2015,12,31,199.63,7.41
42370.0,2016,1,1,199.53,7.41
42371.0,2016,1,2,199.67,7.39
42372.0,2016,1,3,199.58,7.38
42373.0,2016,1,4,199.67,7.36
42374.0,2016,1,5,199.69,7.34
42375.0,2016,1,6,199.69,7.32
42376.0,2016,1,7,199.69,7.3
42377.0,2016,1,8,199.64,7.3
42378.0,2016,1,9,199.64,7.28
42379.0,2016,1,10,199.45,7.28
42380.0,2016,1,11,199.48,7.28
42381.0,2016,1,12,199.67,7.24
42382.0,2016,1,13,199.73,7.22
42383.0,2016,1,14,199.74,7.21
42384.0,2016,1,15,199.72,7.19
42385.0,2016,1,16,199.65,7.19
42386.0,2016,1,17,199.55,7.18
42387.0,2016,1,18,199.59,7.17
42388.0,2016,1,19,199.69,7.15
42389.0,2016,1,20,199.69,7.14
42390.0,2016,1,21,199.67,7.13
42391.0,2016,1,22,199.66,7.11
42392.0,2016,1,23,199.62,7.11
42393.0,2016,1,24,199.54,7.1
42394.0,2016,1,25,199.44,7.1
42395.0,2016,1,26,199.61,7.09
42396.0,2016,1,27,199.64,7.07
42397.0,2016,1,28,199.64,7.07
42398.0,2016,1,29,199.66,7.06
42399.0,2016,1,30,199.49,7.05
42400.0,2016,1,31,199.62,7.05
42401.0,2016,2,1,199.49,7.04
42402.0,2016,2,2,199.61,7.03
42403.0,2016,2,3,199.64,7.02
42404.0,2016,2,4,199.69,7.01
42405.0,2016,2,5,199.66,7.0
42406.0,2016,2,6,199.62,6.98
42407.0,2016,2,7,199.61,6.97
42408.0,2016,2,8,199.59,6.96
42409.0,2016,2,9,199.71,6.96
42410.0,2016,2,10,199.73,6.93
42411.0,2016,2,11,199.73,6.92
42412.0,2016,2,12,199.68,6.92
42413.0,2016,2,13,199.65,6.91
42414.0,2016,2,14,199.52,6.92
42415.0,2016,2,15,199.53,6.88
42416.0,2016,2,16,199.64,6.89
42417.0,2016,2,17,199.67,6.88
42418.0,2016,2,18,199.66,6.85
42419.0,2016,2,19,199.6,6.84
42420.0,2016,2,20,199.57,6.84
42421.0,2016,2,21,199.59,6.84
42422.0,2016,2,22,199.55,6.83
42423.0,2016,2,23,199.68,6.81
42424.0,2016,2,24,199.7,6.8
42425.0,2016,2,25,199.77,6.77
42426.0,2016,2,26,199.78,6.76
42427.0,2016,2,27,199.7,6.72
42428.0,2016,2,28,199.67,6.76
42429.0,2016,2,29,199.68,6.74
42430.0,2016,3,1,199.8,6.73
42431.0,2016,3,2,199.81,6.72
42432.0,2016,3,3,199.8,6.7
42433.0,2016,3,4,199.75,6.68
42434.0,2016,3,5,199.7,6.66
42435.0,2016,3,6,199.55,6.7
42436.0,2016,3,7,199.53,6.66
42437.0,2016,3,8,199.68,6.65
42438.0,2016,3,9,199.69,6.62
42439.0,2016,3,10,199.71,6.64
42440.0,2016,3,11,199.7,6.61
42441.0,2016,3,12,199.66,6.62
42442.0,2016,3,13,199.66,6.61
42443.0,2016,3,14,199.66,6.57
42444.0,2016,3,15,199.78,6.56
42445.0,2016,3,16,199.8,6.53
42446.0,2016,3,17,199.81,6.52
42447.0,2016,3,18,199.81,6.54
42448.0,2016,3,19,199.75,6.51
42449.0,2016,3,20,199.68,6.5
42450.0,2016,3,21,199.63,6.49
42451.0,2016,3,22,199.76,6.53
42452.0,2016,3,23,199.77,6.46
42453.0,2016,3,24,199.75,6.45
42454.0,2016,3,25,199.74,6.47
42455.0,2016,3,26,199.54,6.45
42456.0,2016,3,27,199.41,6.41
42457.0,2016,3,28,199.53,6.44
42458.0,2016,3,29,199.69,6.41
42459.0,2016,3,30,199.78,6.35
42460.0,2016,3,31,199.82,6.36
42461.0,2016,4,1,199.82,6.37
42462.0,2016,4,2,199.72,6.38
42463.0,2016,4,3,199.81,6.34
42464.0,2016,4,4,199.62,6.36
42465.0,2016,4,5,199.77,6.36
42466.0,2016,4,6,199.77,6.29
42467.0,2016,4,7,199.79,6.33
42468.0,2016,4,8,199.81,6.33
42469.0,2016,4,9,199.7,6.31
42470.0,2016,4,10,199.77,6.26
42471.0,2016,4,11,199.63,6.29
42472.0,2016,4,12,199.79,6.33
42473.0,2016,4,13,199.81,6.24
42474.0,2016,4,14,199.82,6.26
42475.0,2016,4,15,199.79,6.27
42476.0,2016,4,16,199.72,6.26
42477.0,2016,4,17,199.63,6.22
42478.0,2016,4,18,199.54,6.26
42479.0,2016,4,19,199.72,6.23
42480.0,2016,4,20,199.75,6.19
42481.0,2016,4,21,199.77,6.21
42482.0,2016,4,22,199.76,6.18
42483.0,2016,4,23,199.61,6.17
42484.0,2016,4,24,199.7,6.23
42485.0,2016,4,25,199.71,6.22
42486.0,2016,4,26,199.72,6.25
42487.0,2016,4,27,199.72,6.19
42488.0,2016,4,28,199.71,6.2
42489.0,2016,4,29,199.68,6.22
42490.0,2016,4,30,199.65,6.22
42491.0,2016,5,1,199.42,6.19
42492.0,2016,5,2,199.49,6.22
42493.0,2016,5,3,199.65,6.17
42494.0,2016,5,4,199.68,6.2
42495.0,2016,5,5,199.67,6.13
42496.0,2016,5,6,199.67,6.18
42497.0,2016,5,7,199.58,6.15
42498.0,2016,5,8,199.51,6.2
42499.0,2016,5,9,199.51,6.22
42500.0,2016,5,10,199.65,6.2
42501.0,2016,5,11,199.67,6.22
42502.0,2016,5,12,199.66,6.18
42503.0,2016,5,13,199.65,6.16
42504.0,2016,5,14,199.58,6.17
42505.0,2016,5,15,199.46,6.23
42506.0,2016,5,16,199.51,6.22
42507.0,2016,5,17,199.64,6.21
42508.0,2016,5,18,199.66,6.19
42509.0,2016,5,19,199.65,6.2
42510.0,2016,5,20,199.55,6.18
42511.0,2016,5,21,199.52,6.21
42512.0,2016,5,22,199.49,6.23
42513.0,2016,5,23,199.51,6.18
42514.0,2016,5,24,199.44,6.24
42515.0,2016,5,25,199.59,6.19
42516.0,2016,5,26,199.58,6.23
42517.0,2016,5,27,199.58,6.23
42518.0,2016,5,28,199.52,6.19
42519.0,2016,5,29,199.33,6.26
42520.0,2016,5,30,199.35,6.25
42521.0,2016,5,31,199.49,6.24
42522.0,2016,6,1,199.49,6.24
42523.0,2016,6,2,199.48,6.23
42524.0,2016,6,3,199.43,6.26
42525.0,2016,6,4,199.35,6.2
42526.0,2016,6,5,199.21,6.24
42527.0,2016,6,6,199.28,6.25
42528.0,2016,6,7,199.44,6.27
42529.0,2016,6,8,199.49,6.29
42530.0,2016,6,9,199.51,6.28
42531.0,2016,6,10,199.49,6.28
42532.0,2016,6,11,199.38,6.3
42533.0,2016,6,12,199.36,6.23
42534.0,2016,6,13,199.35,6.3
42535.0,2016,6,14,199.51,6.32
42536.0,2016,6,15,199.54,6.31
42537.0,2016,6,16,199.54,6.32
42538.0,2016,6,17,199.52,6.32
42539.0,2016,6,18,199.36,6.29
42540.0,2016,6,19,199.39,6.31
42541.0,2016,6,20,199.28,6.34
42542.0,2016,6,21,199.41,6.32
42543.0,2016,6,22,199.39,6.32
42544.0,2016,6,23,199.34,6.35
42545.0,2016,6,24,199.28,6.35
42546.0,2016,6,25,199.16,6.35
42547.0,2016,6,26,199.13,6.35
42548.0,2016,6,27,199.15,6.36
42549.0,2016,6,28,199.26,6.37
42550.0,2016,6,29,199.26,6.35
42551.0,2016,6,30,199.25,6.33
42552.0,2016,7,1,199.15,6.37
42553.0,2016,7,2,199.17,6.35
42554.0,2016,7,3,199.21,6.38
42555.0,2016,7,4,199.1,6.4
42556.0,2016,7,5,199.25,6.39
42557.0,2016,7,6,199.25,6.38
42558.0,2016,7,7,199.23,6.37
42559.0,2016,7,8,199.12,6.42
42560.0,2016,7,9,199.06,6.41
42561.0,2016,7,10,199.09,6.39
42562.0,2016,7,11,198.97,6.43
42563.0,2016,7,12,199.15,6.41
42564.0,2016,7,13,199.18,6.41
42565.0,2016,7,14,199.18,6.43
42566.0,2016,7,15,199.1,6.44
42567.0,2016,7,16,199.04,6.43
42568.0,2016,7,17,199.05,6.42
42569.0,2016,7,18,198.85,6.43
42570.0,2016,7,19,199.08,6.45
42571.0,2016,7,20,199.1,6.43
42572.0,2016,7,21,199.12,6.46
42573.0,2016,7,22,199.09,6.44
42574.0,2016,7,23,198.94,6.45
42575.0,2016,7,24,198.91,6.45
42576.0,2016,7,25,198.93,6.47
42577.0,2016,7,26,198.94,6.47
42578.0,2016,7,27,198.83,6.47
42579.0,2016,7,28,199.0,6.49
42580.0,2016,7,29,198.9,6.48
42581.0,2016,7,30,198.78,6.49
42582.0,2016,7,31,198.74,6.5
42583.0,2016,8,1,198.72,6.49
42584.0,2016,8,2,198.79,6.51
42585.0,2016,8,3,198.79,6.51
42586.0,2016,8,4,198.8,6.51
42587.0,2016,8,5,198.69,6.52
42588.0,2016,8,6,198.73,6.52
42589.0,2016,8,7,198.69,6.54
42590.0,2016,8,8,198.69,6.53
42591.0,2016,8,9,198.78,6.55
42592.0,2016,8,10,198.79,6.55
42593.0,2016,8,11,198.78,6.55
42594.0,2016,8,12,198.7,6.56
42595.0,2016,8,13,198.62,6.56
42596.0,2016,8,14,198.68,6.57
42597.0,2016,8,15,198.75,6.57
42598.0,2016,8,16,198.81,6.58
42599.0,2016,8,17,199.0,6.58
42600.0,2016,8,18,198.98,6.59
42601.0,2016,8,19,199.06,6.6
42602.0,2016,8,20,199.14,6.6
42603.0,2016,8,21,199.2,6.61
42604.0,2016,8,22,199.17,6.61
42605.0,2016,8,23,199.3,6.61
42606.0,2016,8,24,199.34,6.62
42607.0,2016,8,25,199.36,6.62
42608.0,2016,8,26,199.35,6.63
42609.0,2016,8,27,199.21,6.64
42610.0,2016,8,28,199.17,6.64
42611.0,2016,8,29,199.11,6.64
42612.0,2016,8,30,199.27,6.65
42613.0,2016,8,31,199.3,6.65
42614.0,2016,9,1,199.32,6.66
42615.0,2016,9,2,199.29,6.66
42616.0,2016,9,3,199.26,6.67
42617.0,2016,9,4,199.23,6.67
42618.0,2016,9,5,199.17,6.68
42619.0,2016,9,6,199.13,6.68
42620.0,2016,9,7,199.25,6.69
42621.0,2016,9,8,199.26,6.7
42622.0,2016,9,9,199.22,6.71
42623.0,2016,9,10,199.14,6.72
42624.0,2016,9,11,199.07,6.72
42625.0,2016,9,12,199.04,6.73
42626.0,2016,9,13,199.22,6.74
42627.0,2016,9,14,199.26,6.76
42628.0,2016,9,15,199.26,6.77
42629.0,2016,9,16,199.24,6.78
42630.0,2016,9,17,199.14,6.79
42631.0,2016,9,18,199.11,6.79
42632.0,2016,9,19,199.04,6.81
42633.0,2016,9,20,199.24,6.82
42634.0,2016,9,21,199.27,6.83
42635.0,2016,9,22,199.34,6.84
42636.0,2016,9,23,199.33,6.85
42637.0,2016,9,24,199.28,6.86
42638.0,2016,9,25,199.22,6.87
42639.0,2016,9,26,199.23,6.88
42640.0,2016,9,27,199.36,6.89
42641.0,2016,9,28,199.36,6.91
42642.0,2016,9,29,199.34,6.92
42643.0,2016,9,30,199.28,6.94
42644.0,2016,10,1,199.28,6.95
42645.0,2016,10,2,199.26,6.96
42646.0,2016,10,3,199.18,6.97
42647.0,2016,10,4,199.28,6.98
42648.0,2016,10,5,199.28,6.99
42649.0,2016,10,6,199.29,7.01
42650.0,2016,10,7,199.23,7.02
42651.0,2016,10,8,199.03,7.03
42652.0,2016,10,9,199.01,7.05
42653.0,2016,10,10,199.01,7.05
42654.0,2016,10,11,199.01,7.06
42655.0,2016,10,12,199.19,7.07
42656.0,2016,10,13,199.21,7.09
42657.0,2016,10,14,199.17,7.11
42658.0,2016,10,15,199.11,7.12
42659.0,2016,10,16,199.06,7.13
42660.0,2016,10,17,199.02,7.14
42661.0,2016,10,18,199.19,7.15
42662.0,2016,10,19,199.23,7.17
42663.0,2016,10,20,199.23,7.18
42664.0,2016,10,21,199.25,7.19
42665.0,2016,10,22,199.26,7.19
42666.0,2016,10,23,199.38,7.2
42667.0,2016,10,24,199.5,7.22
42668.0,2016,10,25,199.56,7.23
42669.0,2016,10,26,199.59,7.25
42670.0,2016,10,27,199.61,7.26
42671.0,2016,10,28,199.54,7.28
42672.0,2016,10,29,199.52,7.29
42673.0,2016,10,30,199.54,7.3
42674.0,2016,10,31,199.42,7.3
42675.0,2016,11,1,199.55,7.32
42676.0,2016,11,2,199.57,7.33
42677.0,2016,11,3,199.56,7.35
42678.0,2016,11,4,199.54,7.36
42679.0,2016,11,5,199.51,7.37
42680.0,2016,11,6,199.47,7.38
42681.0,2016,11,7,199.39,7.38
42682.0,2016,11,8,199.53,7.4
42683.0,2016,11,9,199.56,7.41
42684.0,2016,11,10,199.55,7.42
42685.0,2016,11,11,199.52,7.44
42686.0,2016,11,12,199.44,7.45
42687.0,2016,11,13,199.42,7.46
42688.0,2016,11,14,199.31,7.46
42689.0,2016,11,15,199.45,7.48
42690.0,2016,11,16,199.47,7.49
42691.0,2016,11,17,199.49,7.5
42692.0,2016,11,18,199.46,7.51
42693.0,2016,11,19,199.46,7.51
42694.0,2016,11,20,199.42,7.52
42695.0,2016,11,21,199.42,7.52
42696.0,2016,11,22,199.63,7.53
42697.0,2016,11,23,199.64,7.55
42698.0,2016,11,24,199.63,7.56
42699.0,2016,11,25,199.6,7.57
